posting_id,date_posted,job_title,normalized_role,role_family,company,industry,city,state,country,work_mode,experience_level,employment_type,salary_min,salary_max,salary_period,salary_currency,required_skills,preferred_skills,education_requirement,years_experience_required,remote_eligible,description_excerpt,recruiter_name,recruiter_email,recruiter_phone,source_type,source_record_id,synthetic_record
CP-00525,2026-07-11,Full Stack Engineer,Software Engineer,Software Engineering,Liberty Financial Tech,Cloud Services,Raleigh,NC,United States,Hybrid,Senior,Full-time,,,year,USD,Git | Java | JavaScript | Linux | Python | React | SQL,Azure | C++ | Communication | Docker | Project Management,Bachelor's degree preferred,10,True,Synthetic senior opportunity in cloud services focused on Git and collaborative problem solving.,Parker Brown,parker.brown39@example.com,(919) 555-0124,synthetic_job_board,SYN-20260711-00525,True
CP-00526,2026-04-25,Infrastructure Engineer,Network Engineer,Information Technology,Liberty Financial Tech,Cloud Services,San Diego,CA,United States,Remote,Senior,Full-time,123000.0,174000.0,year,USD,Azure | Cisco | Communication | Git | Linux | Project Management,AWS | Git | Project Management | SIEM,Associate degree,8,True,Synthetic senior opportunity in cloud services focused on Azure and collaborative problem solving.,Quinn Lee,quinn.lee40@example.org,(555) 555-0125,synthetic_job_board,SYN-20260425-00526,True
CP-00527,2026-06-09,Security Operations Analyst,Cybersecurity Analyst,Cybersecurity,Keystone Energy Works,Cloud Services,Austin,TX,United States,Remote,Entry Level,Full-time,64000.0,84000.0,year,USD,AWS | Azure | Cybersecurity | Git | SIEM,AWS | Azure | Git | Project Management | SQL,Bachelor's degree,0,True,Synthetic entry level opportunity in cloud services focused on AWS and collaborative problem solving.,Riley Wilson,riley.wilson41@example.com,(512) 555-0126,synthetic_job_board,SYN-20260609-00527,True
CP-00528,2026-07-04,Power Systems Engineer,Electrical Engineer,Electrical & Hardware Engineering,Cascade Secure Systems,Energy,Columbus,OH,United States,On-site,Entry Level,Part-time,59000.0,75000.0,year,USD,C++ | Circuit Design | Communication | MATLAB | PLC | Python,Arduino | Embedded C | LabVIEW | Project Management,Bachelor's degree,2,False,Synthetic entry level opportunity in energy focused on C++ and collaborative problem solving.,Avery Brown,avery.brown42@example.net,(555) 555-0127,synthetic_job_board,SYN-20260704-00528,True
CP-00529,2026-05-10,Application Developer,Software Engineer,Software Engineering,Blue Ridge Analytics,FinTech,Boston,MA,United States,Hybrid,Internship,Internship,46000.0,61000.0,year,USD,Git | Java | JavaScript | Python | React,Azure | C++ | Docker | Project Management,Bachelor's degree preferred,0,True,Synthetic internship opportunity in fintech focused on Git and collaborative problem solving.,Avery Kim,avery.kim43@example.net,(555) 555-0128,synthetic_job_board,SYN-20260510-00529,True
CP-00530,2026-02-21,Electrical Design Engineer,Electrical Engineer,Electrical & Hardware Engineering,Cascade Secure Systems,Aerospace,Seattle,WA,United States,Remote,Entry Level,Full-time,67000.0,85000.0,year,USD,Azure | C++ | Git | Project Management,Embedded C | Git | LabVIEW | Project Management,Bachelor's degree,1,True,Synthetic entry level opportunity in aerospace focused on Azure and collaborative problem solving.,Casey Patel,casey.patel44@example.org,(206) 555-0129,synthetic_job_board,SYN-20260221-00530,True
CP-00531,2026-03-19,IoT Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Front Range Controls,Robotics,Portland,OR,United States,Hybrid,Mid Level,Full-time,95000.0,119000.0,year,USD,Arduino | C++ | Circuit Design | Embedded C | Git | Linux,Altium | Communication | MATLAB | Python | RTOS,Associate degree,5,True,Synthetic mid level opportunity in robotics focused on Arduino and collaborative problem solving.,Parker Smith,parker.smith45@example.org,(555) 555-0130,synthetic_job_board,SYN-20260319-00531,True
CP-00532,2026-05-09,Junior Developer,Junior Developer,Software Engineering,Peachtree Technology Group,Education Technology,Chicago,IL,United States,Remote,Associate,Full-time,48000.0,68000.0,year,USD,Azure | Git | HTML/CSS | Project Management | Python | SQL,AWS | C++ | Java | Linux,Bachelor's degree,3,True,Synthetic associate opportunity in education technology focused on Azure and collaborative problem solving.,Riley Wilson,riley.wilson46@example.org,(555) 555-0131,synthetic_job_board,SYN-20260509-00532,True
CP-00533,2026-03-02,Reporting Analyst,Data Analyst,Data & Analytics,Rainier Cloud Group,Financial Services,Austin,TX,United States,Hybrid,Entry Level,Full-time,56000.0,67000.0,year,USD,Communication | Power BI | SQL | Tableau,AWS | Git | Statistics,Associate degree,0,True,Synthetic entry level opportunity in financial services focused on Communication and collaborative problem solving.,Drew Lewis,drew.lewis47@example.net,(512) 555-0132,synthetic_job_board,SYN-20260302-00533,True
CP-00534,2026-04-09,Reporting Analyst,Data Analyst,Data & Analytics,Blue Ridge Analytics,Healthcare,Pittsburgh,PA,United States,Remote,Internship,Internship,26000.0,35000.0,year,USD,Communication | Data Visualization | Project Management | SQL,Git | Project Management | Statistics,Bachelor's degree,0,True,Synthetic internship opportunity in healthcare focused on Communication and collaborative problem solving.,Casey Garcia,casey.garcia48@example.net,(555) 555-0133,synthetic_job_board,SYN-20260409-00534,True
CP-00535,2026-05-27,Product Data Analyst,Product Analyst,Data & Analytics,Redwood Product Studio,Software,Chicago,IL,United States,Hybrid,Entry Level,Full-time,54000.0,75000.0,year,USD,Communication | Data Visualization | Python | SQL,Power BI | Statistics | Tableau,Associate degree,1,True,Synthetic entry level opportunity in software focused on Communication and collaborative problem solving.,Avery Nguyen,avery.nguyen49@example.com,(555) 555-0134,synthetic_job_board,SYN-20260527-00535,True
CP-00536,2026-07-17,Digital Product Analyst,Product Analyst,Data & Analytics,Keystone Energy Works,Software,Portland,OR,United States,On-site,Mid Level,Full-time,74000.0,91000.0,year,USD,Communication | Data Visualization | Product Analytics | Python,JavaScript | Power BI | Project Management | Statistics | Tableau,Bachelor's degree,5,False,Synthetic mid level opportunity in software focused on Communication and collaborative problem solving.,Reese Garcia,reese.garcia50@example.org,(555) 555-0135,synthetic_job_board,SYN-20260717-00536,True
CP-00537,2026-03-15,Full Stack Engineer,Software Engineer,Software Engineering,Rainier Cloud Group,Software,San Diego,CA,United States,Hybrid,Entry Level,Full-time,68000.0,91000.0,year,USD,AWS | Java | JavaScript | Linux | Python,C++ | Communication | Project Management,Bachelor's degree,2,True,Synthetic entry level opportunity in software focused on AWS and collaborative problem solving.,Reese Davis,reese.davis51@example.com,(555) 555-0136,synthetic_job_board,SYN-20260315-00537,True
CP-00538,2026-05-10,Embedded Systems Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Axiom Circuit Labs,Aerospace,Seattle,WA,United States,On-site,Entry Level,Full-time,78000.0,99000.0,year,USD,C++ | Circuit Design | Embedded C | Git | Linux,Altium | Communication | MATLAB | RTOS,Bachelor's degree preferred,1,False,Synthetic entry level opportunity in aerospace focused on C++ and collaborative problem solving.,Riley Martin,riley.martin52@example.net,(206) 555-0137,synthetic_job_board,SYN-20260510-00538,True
CP-00539,2026-03-07,Application Developer,Software Engineer,Software Engineering,Northstar Robotics,Software,San Diego,CA,United States,On-site,Mid Level,Full-time,107000.0,143000.0,year,USD,Git | Java | JavaScript | Linux | Python | React | SQL,Azure | Docker,High school diploma,6,False,Synthetic mid level opportunity in software focused on Git and collaborative problem solving.,Casey Smith,casey.smith53@example.org,(555) 555-0138,synthetic_job_board,SYN-20260307-00539,True
CP-00540,2026-06-10,Application Developer,Software Engineer,Software Engineering,Blue Ridge Analytics,Cloud Services,Indianapolis,IN,United States,Hybrid,Associate,Part-time,79000.0,105000.0,year,USD,AWS | Git | JavaScript | Python | SQL,Azure | C++ | Docker,Bachelor's degree preferred,1,True,Synthetic associate opportunity in cloud services focused on AWS and collaborative problem solving.,Riley Lewis,riley.lewis54@example.net,(317) 555-0139,synthetic_job_board,SYN-20260610-00540,True
CP-00541,2026-03-05,Product Analyst,Product Analyst,Data & Analytics,Front Range Controls,Consumer Technology,Denver,CO,United States,Remote,Mid Level,Full-time,93000.0,117000.0,year,USD,Communication | Excel | Product Analytics | Project Management | SQL,JavaScript | Project Management | Statistics | Tableau,No degree specified,3,True,Synthetic mid level opportunity in consumer technology focused on Communication and collaborative problem solving.,Drew Clark,drew.clark55@example.com,(555) 555-0140,synthetic_job_board,SYN-20260305-00541,True
CP-00542,2026-04-19,PLC Engineer,Automation Engineer,Electrical & Hardware Engineering,Redwood Product Studio,Logistics,Raleigh,NC,United States,Remote,Mid Level,Full-time,89000.0,111000.0,year,USD,AWS | AutoCAD | MATLAB | PLC | Python,Arduino | Git,Bachelor's degree,6,True,Synthetic mid level opportunity in logistics focused on AWS and collaborative problem solving.,Skyler Wilson,skyler.wilson56@example.org,(919) 555-0141,synthetic_job_board,SYN-20260419-00542,True
CP-00543,2026-03-16,Reporting Analyst,Data Analyst,Data & Analytics,Liberty Financial Tech,Financial Services,Pittsburgh,PA,United States,On-site,Associate,Full-time,60000.0,74000.0,year,USD,Communication | Data Visualization | SQL | Tableau,AWS | Git | Project Management | Statistics,Bachelor's degree,2,False,Synthetic associate opportunity in financial services focused on Communication and collaborative problem solving.,Quinn Garcia,quinn.garcia57@example.net,(555) 555-0142,synthetic_job_board,SYN-20260316-00543,True
CP-00544,2026-04-25,Industrial Automation Engineer,Automation Engineer,Electrical & Hardware Engineering,Northstar Robotics,Advanced Manufacturing,Seattle,WA,United States,Remote,Entry Level,Full-time,77000.0,97000.0,year,USD,AWS | AutoCAD | Azure | Git | Project Management | Python,Arduino | Robotics | SQL,Bachelor's degree,1,True,Synthetic entry level opportunity in advanced manufacturing focused on AWS and collaborative problem solving.,Cameron Lee,cameron.lee58@example.net,(206) 555-0143,synthetic_job_board,SYN-20260425-00544,True
CP-00545,2026-06-30,IoT Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Sonoran Systems Lab,Automotive,Chicago,IL,United States,Remote,Mid Level,Full-time,100000.0,120000.0,year,USD,AWS | Azure | C++ | Embedded C | Git | Linux | Project Management,Communication | MATLAB,Associate degree,4,True,Synthetic mid level opportunity in automotive focused on AWS and collaborative problem solving.,Avery Clark,avery.clark59@example.com,(555) 555-0144,synthetic_job_board,SYN-20260630-00545,True
CP-00546,2026-02-05,Application Developer,Software Engineer,Software Engineering,Cascade Secure Systems,FinTech,Raleigh,NC,United States,Remote,Entry Level,Full-time,61000.0,87000.0,year,USD,Azure | Communication | Git | JavaScript | Linux | Project Management | SQL,Azure | C++ | Docker,Bachelor's degree,0,True,Synthetic entry level opportunity in fintech focused on Azure and collaborative problem solving.,Skyler Smith,skyler.smith60@example.com,(919) 555-0145,synthetic_job_board,SYN-20260205-00546,True
CP-00547,2026-02-25,Backend Engineer,Software Engineer,Software Engineering,Rainier Cloud Group,HealthTech,Phoenix,AZ,United States,Remote,Entry Level,Full-time,,,year,USD,AWS | Communication | Git | Project Management | Python | React | SQL,Azure | C++ | Communication | Docker | Project Management,Bachelor's degree preferred,0,True,Synthetic entry level opportunity in healthtech focused on AWS and collaborative problem solving.,Taylor Patel,taylor.patel61@example.org,(555) 555-0146,synthetic_job_board,SYN-20260225-00547,True
CP-00548,2026-06-10,Desktop Support Analyst,IT Support Specialist,Information Technology,Potomac Digital Services,Healthcare,Chicago,IL,United States,Hybrid,Internship,Internship,21000.0,29000.0,year,USD,Communication | Linux | Networking | Technical Support,Azure | Cybersecurity | Project Management | Python,Bachelor's degree,0,True,Synthetic internship opportunity in healthcare focused on Communication and collaborative problem solving.,Parker Martin,parker.martin62@example.com,(555) 555-0147,synthetic_job_board,SYN-20260610-00548,True
CP-00549,2026-02-20,IT Support Specialist,IT Support Specialist,Information Technology,Summit Network Partners,Managed Services,Atlanta,GA,United States,On-site,Entry Level,Full-time,36000.0,50000.0,year,USD,Communication | Linux | Networking | Technical Support | Ticketing Systems | Windows,Cybersecurity | Project Management | Python,No degree specified,1,False,Synthetic entry level opportunity in managed services focused on Communication and collaborative problem solving.,Casey Martin,casey.martin63@example.com,(555) 555-0148,synthetic_job_board,SYN-20260220-00549,True
CP-00550,2026-03-29,Full Stack Engineer,Software Engineer,Software Engineering,Pioneer Aerospace Works,HealthTech,Austin,TX,United States,Hybrid,Entry Level,Full-time,70000.0,90000.0,year,USD,Git | Java | JavaScript | Linux | SQL,Azure | Communication | Docker,No degree specified,1,True,Synthetic entry level opportunity in healthtech focused on Git and collaborative problem solving.,Parker Lewis,parker.lewis64@example.net,(512) 555-0149,synthetic_job_board,SYN-20260329-00550,True
CP-00551,2026-06-29,Junior Data Analyst,Data Analyst,Data & Analytics,Blue Ridge Analytics,Consulting,Baltimore,MD,United States,Remote,Senior,Full-time,,,year,USD,AWS | Communication | Excel | Power BI | Tableau,AWS | Git,Associate degree,10,True,Synthetic senior opportunity in consulting focused on AWS and collaborative problem solving.,Jordan Brown,jordan.brown65@example.org,(410) 555-0150,synthetic_job_board,SYN-20260629-00551,True
CP-00552,2026-05-17,Power Systems Engineer,Electrical Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Energy,Atlanta,GA,United States,Remote,Associate,Contract,66000.0,85000.0,year,USD,AutoCAD | Azure | C++ | Circuit Design | Communication | PLC,Arduino | Embedded C | Git | LabVIEW | Project Management,Bachelor's degree,3,True,Synthetic associate opportunity in energy focused on AutoCAD and collaborative problem solving.,Reese Lewis,reese.lewis66@example.net,(555) 555-0151,synthetic_job_board,SYN-20260517-00552,True
CP-00553,2026-04-18,Backend Engineer,Software Engineer,Software Engineering,Great Lakes Data Cooperative,HealthTech,Seattle,WA,United States,Hybrid,Entry Level,Full-time,76000.0,101000.0,year,USD,Git | Java | Linux | SQL,Azure | C++ | Project Management,High school diploma,0,True,Synthetic entry level opportunity in healthtech focused on Git and collaborative problem solving.,Parker Smith,parker.smith67@example.org,(206) 555-0152,synthetic_job_board,SYN-20260418-00553,True
CP-00554,2026-03-29,Associate Product Analyst,Product Analyst,Data & Analytics,Northstar Robotics,Consumer Technology,Salt Lake City,UT,United States,Remote,Mid Level,Full-time,82000.0,110000.0,year,USD,AWS | Data Visualization | Product Analytics | Project Management | SQL,JavaScript | Project Management | Tableau,Bachelor's degree,4,True,Synthetic mid level opportunity in consumer technology focused on AWS and collaborative problem solving.,Avery Patel,avery.patel68@example.net,(555) 555-0153,synthetic_job_board,SYN-20260329-00554,True
CP-00555,2026-07-09,Product Data Analyst,Product Analyst,Data & Analytics,Blue Ridge Analytics,Consumer Technology,Baltimore,MD,United States,Hybrid,Senior,Full-time,99000.0,121000.0,year,USD,Communication | Data Visualization | Product Analytics | Python | SQL,JavaScript | Power BI | Statistics | Tableau,Bachelor's degree preferred,6,True,Synthetic senior opportunity in consumer technology focused on Communication and collaborative problem solving.,Casey Martin,casey.martin69@example.org,(410) 555-0154,synthetic_job_board,SYN-20260709-00555,True
CP-00556,2026-06-03,IoT Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Front Range Controls,Automotive,Chicago,IL,United States,On-site,Mid Level,Full-time,94000.0,122000.0,year,USD,Arduino | C++ | Circuit Design | Embedded C | Git | Linux | Microcontrollers,Altium | Communication,Bachelor's degree,6,False,Synthetic mid level opportunity in automotive focused on Arduino and collaborative problem solving.,Quinn Lewis,quinn.lewis70@example.net,(555) 555-0155,synthetic_job_board,SYN-20260603-00556,True
CP-00557,2026-05-07,Help Desk Technician,IT Support Specialist,Information Technology,Orchard Education Labs,Healthcare,Baltimore,MD,United States,Hybrid,Senior,Full-time,63000.0,79000.0,year,USD,Communication | Networking | Ticketing Systems | Windows,Azure | Cybersecurity | Project Management,Associate degree,10,True,Synthetic senior opportunity in healthcare focused on Communication and collaborative problem solving.,Avery Garcia,avery.garcia71@example.net,(410) 555-0156,synthetic_job_board,SYN-20260507-00557,True
CP-00558,2026-04-25,Software Engineer,Software Engineer,Software Engineering,Redwood Product Studio,Cloud Services,Raleigh,NC,United States,Hybrid,Entry Level,Full-time,68000.0,95000.0,year,USD,AWS | Java | JavaScript | Linux | Python | SQL,Azure | C++ | Docker | Project Management,Bachelor's degree,1,True,Synthetic entry level opportunity in cloud services focused on AWS and collaborative problem solving.,Drew Lewis,drew.lewis72@example.net,(919) 555-0157,synthetic_job_board,SYN-20260425-00558,True
CP-00559,2026-04-17,Junior Data Analyst,Data Analyst,Data & Analytics,Front Range Controls,Healthcare,Seattle,WA,United States,Remote,Mid Level,Full-time,,,year,USD,Communication | Data Visualization | Excel | Git | Power BI | SQL,AWS | Git | Project Management | Statistics,Bachelor's degree,6,True,Synthetic mid level opportunity in healthcare focused on Communication and collaborative problem solving.,Skyler Patel,skyler.patel73@example.net,(206) 555-0158,synthetic_job_board,SYN-20260417-00559,True
CP-00560,2026-06-03,Data Analyst,Data Analyst,Data & Analytics,Peachtree Technology Group,Financial Services,Raleigh,NC,United States,Remote,Entry Level,Full-time,49000.0,61000.0,year,USD,Git | Project Management | Python | SQL,Git | Project Management,Bachelor's degree preferred,1,True,Synthetic entry level opportunity in financial services focused on Git and collaborative problem solving.,Cameron Wilson,cameron.wilson74@example.net,(919) 555-0159,synthetic_job_board,SYN-20260603-00560,True
CP-00561,2026-06-10,Associate Product Analyst,Product Analyst,Data & Analytics,Great Lakes Data Cooperative,E-commerce,Raleigh,NC,United States,On-site,Entry Level,Full-time,,,year,USD,Communication | Data Visualization | Excel | Product Analytics | Python | SQL,JavaScript | Power BI | Project Management,Bachelor's degree,1,False,Synthetic entry level opportunity in e-commerce focused on Communication and collaborative problem solving.,Avery Davis,avery.davis75@example.net,(919) 555-0160,synthetic_job_board,SYN-20260610-00561,True
CP-00562,2026-03-06,Business Data Analyst,Data Analyst,Data & Analytics,Harborlight HealthTech,Consulting,Austin,TX,United States,Hybrid,Entry Level,Full-time,55000.0,67000.0,year,USD,Communication | Excel | Power BI | Python,AWS | Git | Project Management | Statistics,Bachelor's degree preferred,1,True,Synthetic entry level opportunity in consulting focused on Communication and collaborative problem solving.,Casey Smith,casey.smith76@example.org,(512) 555-0161,synthetic_job_board,SYN-20260306-00562,True
CP-00563,2026-04-04,Full Stack Engineer,Software Engineer,Software Engineering,Blue Ridge Analytics,Software,Atlanta,GA,United States,On-site,Entry Level,Contract,65000.0,89000.0,year,USD,AWS | Git | Java | JavaScript | Linux | Python | SQL,Azure | Docker | Project Management,Bachelor's degree preferred,0,False,Synthetic entry level opportunity in software focused on AWS and collaborative problem solving.,Cameron Davis,cameron.davis77@example.net,(555) 555-0162,synthetic_job_board,SYN-20260404-00563,True
CP-00564,2026-05-25,Backend Engineer,Software Engineer,Software Engineering,Blue Ridge Analytics,Cloud Services,Austin,TX,United States,Remote,Internship,Internship,36000.0,47000.0,year,USD,AWS | Java | JavaScript | Python,Docker | Project Management,Bachelor's degree preferred,0,True,Synthetic internship opportunity in cloud services focused on AWS and collaborative problem solving.,Jordan Kim,jordan.kim78@example.org,(512) 555-0163,synthetic_job_board,SYN-20260525-00564,True
CP-00565,2026-05-05,Help Desk Technician,IT Support Specialist,Information Technology,Axiom Circuit Labs,Managed Services,Denver,CO,United States,On-site,Entry Level,Full-time,44000.0,57000.0,year,USD,Communication | Linux | Ticketing Systems | Windows,Project Management | Python,Bachelor's degree,0,False,Synthetic entry level opportunity in managed services focused on Communication and collaborative problem solving.,Drew Patel,drew.patel79@example.net,(555) 555-0164,synthetic_job_board,SYN-20260505-00565,True
CP-00566,2026-03-09,Technical Support Specialist,IT Support Specialist,Information Technology,Orchard Education Labs,Managed Services,Portland,OR,United States,Remote,Mid Level,Full-time,47000.0,64000.0,year,USD,AWS | Azure | Linux | Project Management | Ticketing Systems | Windows,Azure | Cybersecurity | Project Management | Python,Bachelor's degree,6,True,Synthetic mid level opportunity in managed services focused on AWS and collaborative problem solving.,Morgan Davis,morgan.davis80@example.org,(555) 555-0165,synthetic_job_board,SYN-20260309-00566,True
CP-00567,2026-03-01,Automation Engineer,Automation Engineer,Electrical & Hardware Engineering,Hoosier Automation Co.,Energy,Austin,TX,United States,Hybrid,Entry Level,Full-time,,,year,USD,AutoCAD | Communication | Control Systems | MATLAB | PLC,Arduino | Git | Project Management | SQL,Bachelor's degree,0,True,Synthetic entry level opportunity in energy focused on AutoCAD and collaborative problem solving.,Casey Wilson,casey.wilson81@example.com,(512) 555-0166,synthetic_job_board,SYN-20260301-00567,True
CP-00568,2026-05-10,Associate Product Analyst,Product Analyst,Data & Analytics,Liberty Financial Tech,Consumer Technology,Austin,TX,United States,Remote,Mid Level,Part-time,97000.0,115000.0,year,USD,AWS | Communication | Excel | Product Analytics | Project Management | Python,JavaScript | Power BI | Project Management | Statistics | Tableau,Bachelor's degree preferred,3,True,Synthetic mid level opportunity in consumer technology focused on AWS and collaborative problem solving.,Taylor Brown,taylor.brown82@example.com,(512) 555-0167,synthetic_job_board,SYN-20260510-00568,True
CP-00569,2026-02-26,Electrical Engineer,Electrical Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Advanced Manufacturing,Austin,TX,United States,On-site,Associate,Full-time,70000.0,84000.0,year,USD,Altium | AutoCAD | Circuit Design | Communication | PLC,Arduino | Git,Bachelor's degree,3,False,Synthetic associate opportunity in advanced manufacturing focused on Altium and collaborative problem solving.,Casey Patel,casey.patel83@example.net,(512) 555-0168,synthetic_job_board,SYN-20260226-00569,True
CP-00570,2026-03-12,Help Desk Technician,IT Support Specialist,Information Technology,Sonoran Systems Lab,Education,Austin,TX,United States,Hybrid,Associate,Full-time,43000.0,54000.0,year,USD,Communication | Linux | Networking | Technical Support | Ticketing Systems | Windows,Cybersecurity | Project Management,Bachelor's degree,1,True,Synthetic associate opportunity in education focused on Communication and collaborative problem solving.,Jordan Nguyen,jordan.nguyen84@example.net,(512) 555-0169,synthetic_job_board,SYN-20260312-00570,True
CP-00571,2026-04-23,Associate Software Developer,Junior Developer,Software Engineering,Potomac Digital Services,E-commerce,Pittsburgh,PA,United States,Hybrid,Entry Level,Full-time,49000.0,57000.0,year,USD,Communication | Git | JavaScript | Python | React | SQL,AWS | Java | Linux,No degree specified,2,True,Synthetic entry level opportunity in e-commerce focused on Communication and collaborative problem solving.,Parker Lee,parker.lee85@example.org,(555) 555-0170,synthetic_job_board,SYN-20260423-00571,True
CP-00572,2026-03-30,Data Analyst,Data Analyst,Data & Analytics,Harborlight HealthTech,Healthcare,San Diego,CA,United States,Remote,Internship,Internship,28000.0,39000.0,year,USD,AWS | Azure | Communication | Project Management | Python,AWS | Project Management | Statistics,High school diploma,0,True,Synthetic internship opportunity in healthcare focused on AWS and collaborative problem solving.,Cameron Wilson,cameron.wilson86@example.org,(555) 555-0171,synthetic_job_board,SYN-20260330-00572,True
CP-00573,2026-02-13,Digital Product Analyst,Product Analyst,Data & Analytics,Rainier Cloud Group,E-commerce,Raleigh,NC,United States,Remote,Senior,Full-time,102000.0,138000.0,year,USD,AWS | Data Visualization | Git | Product Analytics | SQL,Power BI | Project Management | Statistics | Tableau,Bachelor's degree,10,True,Synthetic senior opportunity in e-commerce focused on AWS and collaborative problem solving.,Skyler Davis,skyler.davis87@example.net,(919) 555-0172,synthetic_job_board,SYN-20260213-00573,True
CP-00574,2026-03-10,Information Security Analyst,Cybersecurity Analyst,Cybersecurity,Liberty Financial Tech,Financial Services,Raleigh,NC,United States,On-site,Associate,Full-time,72000.0,94000.0,year,USD,Communication | Cybersecurity | Incident Response | Linux | SIEM,AWS | Azure | Git | Project Management | SQL,Bachelor's degree,2,False,Synthetic associate opportunity in financial services focused on Communication and collaborative problem solving.,Drew Garcia,drew.garcia88@example.org,(919) 555-0173,synthetic_job_board,SYN-20260310-00574,True
CP-00575,2026-05-05,Application Developer,Software Engineer,Software Engineering,Harborlight HealthTech,HealthTech,Columbus,OH,United States,Remote,Entry Level,Full-time,64000.0,76000.0,year,USD,Git | Java | JavaScript | Linux | Project Management | Python,Azure | C++ | Communication | Docker | Project Management,No degree specified,0,True,Synthetic entry level opportunity in healthtech focused on Git and collaborative problem solving.,Taylor Kim,taylor.kim89@example.com,(555) 555-0174,synthetic_job_board,SYN-20260505-00575,True
CP-00576,2026-02-17,Controls Engineer,Automation Engineer,Electrical & Hardware Engineering,Northstar Robotics,Logistics,Raleigh,NC,United States,On-site,Internship,Internship,35000.0,48000.0,year,USD,Communication | Control Systems | PLC | Python,Arduino | Git | Project Management | Robotics | SQL,Bachelor's degree preferred,0,False,Synthetic internship opportunity in logistics focused on Communication and collaborative problem solving.,Skyler Lewis,skyler.lewis90@example.org,(919) 555-0175,synthetic_job_board,SYN-20260217-00576,True
CP-00577,2026-05-30,Electrical Design Engineer,Electrical Engineer,Electrical & Hardware Engineering,Axiom Circuit Labs,Robotics,Pittsburgh,PA,United States,On-site,Entry Level,Contract,54000.0,67000.0,year,USD,Altium | AutoCAD | MATLAB | PLC,Arduino | Git | Project Management,Associate degree,1,False,Synthetic entry level opportunity in robotics focused on Altium and collaborative problem solving.,Drew Kim,drew.kim91@example.org,(555) 555-0176,synthetic_job_board,SYN-20260530-00577,True
CP-00578,2026-01-31,IoT Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Hoosier Automation Co.,Robotics,Denver,CO,United States,On-site,Internship,Internship,35000.0,47000.0,year,USD,Arduino | C++ | Circuit Design | Embedded C | Git | Linux | Microcontrollers,Communication | RTOS,Bachelor's degree,0,False,Synthetic internship opportunity in robotics focused on Arduino and collaborative problem solving.,Skyler Martin,skyler.martin92@example.com,(555) 555-0177,synthetic_job_board,SYN-20260131-00578,True
CP-00579,2026-07-27,Security Operations Analyst,Cybersecurity Analyst,Cybersecurity,Summit Network Partners,Financial Services,Pittsburgh,PA,United States,Hybrid,Entry Level,Full-time,,,year,USD,Communication | Cybersecurity | Incident Response | Linux | Python | SIEM,AWS | Azure | Git,No degree specified,0,True,Synthetic entry level opportunity in financial services focused on Communication and collaborative problem solving.,Taylor Kim,taylor.kim93@example.org,(555) 555-0178,synthetic_job_board,SYN-20260727-00579,True
CP-00580,2026-04-28,Entry-Level Developer,Junior Developer,Software Engineering,Orchard Education Labs,Education Technology,Denver,CO,United States,Remote,Entry Level,Part-time,43000.0,53000.0,year,USD,Git | JavaScript | Project Management | Python | React,Java | Project Management,No degree specified,1,True,Synthetic entry level opportunity in education technology focused on Git and collaborative problem solving.,Casey Lewis,casey.lewis94@example.org,(555) 555-0179,synthetic_job_board,SYN-20260428-00580,True
CP-00581,2026-05-09,Data Analyst,Data Analyst,Data & Analytics,Keystone Energy Works,Consulting,Raleigh,NC,United States,Remote,Entry Level,Full-time,50000.0,64000.0,year,USD,AWS | Data Visualization | Excel | Project Management | Python,AWS | Project Management,Bachelor's degree preferred,1,True,Synthetic entry level opportunity in consulting focused on AWS and collaborative problem solving.,Riley Patel,riley.patel95@example.net,(919) 555-0180,synthetic_job_board,SYN-20260509-00581,True
CP-00582,2026-03-04,Associate Product Analyst,Product Analyst,Data & Analytics,Great Lakes Data Cooperative,Consumer Technology,Indianapolis,IN,United States,Hybrid,Entry Level,Full-time,45000.0,55000.0,year,USD,Communication | Data Visualization | Excel | Product Analytics | Python | SQL,Project Management | Statistics | Tableau,Bachelor's degree preferred,0,True,Synthetic entry level opportunity in consumer technology focused on Communication and collaborative problem solving.,Parker Lee,parker.lee96@example.net,(317) 555-0181,synthetic_job_board,SYN-20260304-00582,True
CP-00583,2026-07-02,Backend Engineer,Software Engineer,Software Engineering,Rainier Cloud Group,FinTech,Atlanta,GA,United States,Remote,Mid Level,Full-time,,,year,USD,Azure | Git | Java | Linux | Project Management | React | SQL,C++ | Communication | Project Management,High school diploma,6,True,Synthetic mid level opportunity in fintech focused on Azure and collaborative problem solving.,Morgan Wilson,morgan.wilson0@example.com,(555) 555-0182,synthetic_job_board,SYN-20260702-00583,True
